time,price,change,volume,amount,type
09:25:04,81.0,-1.38,18348,148618800,卖盘
09:30:02,80.99,-0.01,8093,65480068,卖盘
09:30:05,81.0,0.01,7099,57528386,买盘
09:30:08,80.99,-0.01,9103,73745532,卖盘
09:30:11,80.99,0.0,1409,11410507,买盘
09:30:13,81.0,0.01,1201,9727790,买盘
09:30:15,80.95,-0.05,1186,9601909,卖盘
09:30:20,80.98,0.03,1300,10524369,买盘
09:30:23,80.98,0.0,542,4389613,买盘
09:30:24,80.96,-0.02,666,5393335,卖盘
09:30:29,80.98,0.02,731,5920339,卖盘
09:30:31,80.98,0.0,734,5943643,卖盘
09:30:33,80.96,-0.02,1141,9237486,卖盘
09:30:38,80.98,0.02,2583,20908813,买盘
09:30:41,80.96,-0.02,575,4656350,卖盘
09:30:44,80.93,-0.03,533,4315163,卖盘
09:30:47,81.0,0.07,758,6137362,买盘
09:30:50,80.95,-0.05,631,5109563,卖盘
09:30:53,80.96,0.01,158,1281332,买盘
09:30:56,80.96,0.0,1388,11232137,买盘
09:30:59,80.95,-0.01,691,5588729,卖盘
09:31:01,80.97,0.02,592,4792304,买盘
09:31:05,80.96,-0.01,434,3513451,买盘
09:31:08,80.95,-0.01,789,6387881,卖盘
09:31:11,80.99,0.04,508,4113299,买盘
09:31:15,81.0,0.01,1615,13084682,买盘
09:31:17,81.12,0.12,482,3904543,买盘
09:31:20,81.12,0.0,430,3486300,买盘
09:31:23,81.19,0.07,711,5760241,买盘
09:31:24,81.19,0.0,273,2213594,买盘
09:31:29,81.2,0.01,243,1971729,买盘
09:31:32,81.25,0.05,301,2444154,买盘
09:31:35,81.25,0.0,162,1315658,买盘
09:31:38,81.19,-0.06,751,6098355,卖盘
09:31:39,81.25,0.06,354,2875605,卖盘
09:31:44,81.19,-0.06,627,5091846,卖盘
09:31:47,81.16,-0.03,346,2809039,卖盘
09:31:50,81.15,-0.01,374,3035811,卖盘
09:31:53,81.15,0.0,953,7728863,卖盘
09:31:54,81.15,0.0,336,2726504,买盘
09:31:58,81.09,-0.06,692,5614711,中性盘
09:32:01,81.15,0.06,499,4048092,买盘
09:32:05,81.17,0.02,413,3351164,买盘
09:32:08,81.15,-0.02,281,2280260,卖盘
09:32:12,81.08,-0.07,1119,9072867,卖盘
09:32:15,81.03,-0.05,673,5455410,中性盘
09:32:17,81.08,0.05,441,3574771,买盘
09:32:18,81.08,0.0,437,3544641,卖盘
09:32:23,81.11,0.03,1053,8532024,买盘
09:32:26,81.01,-0.1,1059,8579268,卖盘
09:32:28,81.08,0.07,833,6749540,买盘
09:32:32,81.01,-0.07,778,6304273,卖盘
