time,price,change,volume,amount,type
09:25:01,48.29,0.18,91,439439,卖盘
09:30:02,48.26,-0.03,6,28934,中性盘
09:30:05,48.18,-0.08,14,67521,中性盘
09:30:07,48.25,0.07,18,86815,买盘
09:30:10,48.25,0.0,12,57762,买盘
09:30:13,48.26,0.01,3,14476,中性盘
09:30:17,48.25,-0.01,5,24128,卖盘
09:30:19,48.28,0.03,14,67584,买盘
09:30:22,48.27,-0.01,8,38617,卖盘
09:30:26,48.27,0.0,1,4827,卖盘
09:30:28,48.27,0.0,8,38616,卖盘
09:30:31,48.27,0.0,41,197917,卖盘
09:30:33,48.28,0.01,14,67592,买盘
09:30:38,48.28,0.0,17,82071,买盘
09:30:40,48.27,-0.01,11,53097,卖盘
09:30:43,48.2,-0.07,4,19301,卖盘
09:30:46,48.26,0.06,1,4826,买盘
09:30:49,48.25,-0.01,1,4825,买盘
09:30:52,48.25,0.0,5,24125,买盘
09:30:55,48.24,-0.01,1,4824,买盘
09:30:57,48.21,-0.03,6,28941,卖盘
09:31:02,48.21,0.0,5,24108,卖盘
09:31:04,48.21,0.0,17,81945,买盘
09:31:08,48.2,-0.01,21,101233,中性盘
09:31:10,48.21,0.01,30,144594,买盘
09:31:14,48.11,-0.1,5,24084,卖盘
09:31:16,48.21,0.1,2,9641,买盘
09:31:20,48.13,-0.08,8,38520,卖盘
09:31:22,48.21,0.08,5,24081,买盘
09:31:24,48.22,0.01,12,57804,买盘
09:31:29,48.22,0.0,6,28932,卖盘
09:31:31,48.22,0.0,2,9645,卖盘
09:31:35,48.22,0.0,6,28932,卖盘
09:31:36,48.25,0.03,17,81985,买盘
09:31:40,48.2,-0.05,6,28920,卖盘
09:31:43,48.22,0.02,1,4822,买盘
09:31:49,48.2,-0.02,6,28920,卖盘
09:31:51,48.22,0.02,12,59868,买盘
09:31:55,48.24,0.02,12,57888,买盘
09:31:58,48.22,-0.02,12,57864,卖盘
09:32:01,48.18,-0.04,5,24101,卖盘
09:32:03,48.22,0.04,5,24111,中性盘
09:32:08,48.19,-0.03,2,7713,中性盘
09:32:10,48.14,-0.05,6,28896,买盘
09:32:16,48.25,0.11,41,197812,买盘
09:32:19,48.26,0.01,34,164103,买盘
09:32:22,48.29,0.03,11,53099,买盘
09:32:25,48.29,0.0,17,82069,买盘
09:32:29,48.26,-0.03,7,33785,卖盘
09:32:31,48.24,-0.02,8,38615,卖盘
09:32:37,48.24,0.0,12,57964,卖盘
09:32:41,48.23,-0.01,5,24118,卖盘
09:32:43,48.2,-0.03,20,96400,卖盘
09:32:46,48.34,0.14,12,57980,买盘
09:32:51,48.19,-0.15,19,91599,卖盘
09:32:58,48.2,0.01,1,4820,卖盘
09:33:01,48.32,0.12,6,28992,买盘
09:33:04,48.34,0.02,11,53158,买盘
09:33:07,48.34,0.0,20,96676,买盘
09:33:11,48.34,0.0,7,33828,卖盘
09:33:19,48.35,0.01,2,9669,买盘
09:33:22,48.34,-0.01,6,29006,卖盘
09:33:25,48.39,0.05,5,24195,买盘
