time,price,change,volume,amount,type
09:25:04,28.82,-0.08,7825,22553466,买盘
09:30:00,28.84,0.02,1336,3853238,买盘
09:30:04,28.86,0.02,4105,11844113,中性盘
09:30:07,28.89,0.03,5800,16747245,买盘
09:30:10,28.95,0.06,1893,5469753,买盘
09:30:12,28.85,-0.1,866,2500919,卖盘
09:30:15,28.91,0.06,931,2686913,买盘
09:30:19,28.85,-0.06,669,1930643,卖盘
09:30:21,28.87,0.02,161,464951,买盘
09:30:24,28.97,0.1,628,1816265,买盘
09:30:27,28.97,0.0,721,2087417,卖盘
09:30:31,28.98,0.01,937,2713303,买盘
09:30:34,28.96,-0.02,1356,3928790,卖盘
09:30:36,28.97,0.01,537,1554511,买盘
09:30:39,28.98,0.01,2184,6331056,买盘
09:30:43,28.99,0.01,1615,4682455,买盘
09:30:46,29.0,0.01,2267,6574344,买盘
09:30:49,29.03,0.03,1646,4777476,买盘
09:30:52,29.1,0.07,916,2663592,买盘
09:30:54,29.09,-0.01,719,2090970,中性盘
09:30:57,29.02,-0.07,662,1924079,卖盘
09:31:00,29.0,-0.02,1329,3861440,卖盘
09:31:05,29.08,0.08,1827,5311204,买盘
09:31:07,29.07,-0.01,1189,3456225,买盘
09:31:10,29.05,-0.02,436,1266601,中性盘
09:31:13,29.06,0.01,775,2252491,买盘
09:31:16,29.07,0.01,1014,2945861,买盘
09:31:18,29.08,0.01,927,2695604,买盘
09:31:21,29.09,0.01,533,1549935,买盘
09:31:24,29.07,-0.02,2745,7983946,卖盘
09:31:28,29.08,0.01,1784,5187049,买盘
09:31:30,29.08,0.0,1696,4931456,买盘
09:31:34,29.08,0.0,3039,8839181,买盘
09:31:36,29.1,0.02,1348,3922012,买盘
09:31:39,29.1,0.0,818,2379942,买盘
09:31:42,29.1,0.0,457,1329633,买盘
09:31:45,29.08,-0.02,2099,6107128,卖盘
09:31:48,29.08,0.0,1634,4754423,卖盘
09:31:51,29.09,0.01,309,898862,卖盘
09:31:54,29.09,0.0,1879,5467651,买盘
09:31:57,29.11,0.02,625,1818374,买盘
09:32:01,29.1,-0.01,502,1460971,卖盘
09:32:04,29.1,0.0,1655,4817042,卖盘
09:32:06,29.1,0.0,1292,3759422,买盘
09:32:10,29.09,-0.01,525,1527565,卖盘
09:32:13,29.1,0.01,1908,5552038,买盘
09:32:15,29.08,-0.02,904,2630114,卖盘
09:32:19,29.09,0.01,1076,3130550,买盘
09:32:21,29.1,0.01,286,832054,买盘
09:32:24,29.1,0.0,1943,5655151,买盘
09:32:27,29.1,0.0,1335,3885250,卖盘
09:32:30,29.1,0.0,1429,4159065,卖盘
09:32:34,29.11,0.01,2611,7600162,买盘
09:32:37,29.09,-0.02,1220,3550862,卖盘
09:32:39,29.11,0.02,1067,3105782,买盘
09:32:43,29.13,0.02,1498,4362451,买盘
09:32:46,29.13,0.0,1152,3356464,卖盘
09:32:49,29.13,0.0,492,1433431,卖盘
09:32:51,29.15,0.02,379,1104601,买盘
09:32:54,29.14,-0.01,384,1119201,卖盘
09:32:57,29.14,0.0,648,1888718,卖盘
09:33:01,29.17,0.03,5443,15884954,买盘
09:33:05,29.18,0.01,1194,3486761,中性盘
09:33:07,29.19,0.01,2027,5926354,卖盘
09:33:10,29.23,0.04,562,1643075,中性盘
09:33:12,29.25,0.02,478,1397819,中性盘
09:33:15,29.26,0.01,1552,4543236,中性盘
09:33:19,29.28,0.02,689,2017087,中性盘
09:33:21,29.3,0.02,3264,9561774,买盘
09:33:25,29.3,0.0,310,908127,卖盘
09:33:27,29.31,0.01,818,2396826,买盘
09:33:30,29.31,0.0,1521,4457392,买盘
09:33:34,29.3,-0.01,1403,4110964,卖盘
09:33:37,29.29,-0.01,1785,5227264,卖盘
09:33:40,29.29,0.0,1187,3475546,买盘
09:33:42,29.29,0.0,661,1935443,买盘
09:33:46,29.25,-0.04,827,2420686,卖盘
09:33:49,29.29,0.04,635,1857585,买盘
09:33:51,29.23,-0.06,287,839311,卖盘
09:33:55,29.23,0.0,1599,4681434,买盘
09:33:58,29.23,0.0,1015,2970057,卖盘
09:34:00,29.24,0.01,479,1400754,卖盘
09:34:04,29.25,0.01,1029,3009399,买盘
09:34:07,29.24,-0.01,575,1681512,卖盘
09:34:10,29.24,0.0,1228,3590947,卖盘
09:34:12,29.24,0.0,920,2689000,买盘
09:34:16,29.25,0.01,636,1859689,买盘
09:34:18,29.25,0.0,1018,2976280,买盘
09:34:22,29.25,0.0,1652,4828194,卖盘
09:34:24,29.25,0.0,343,1003448,卖盘
09:34:27,29.25,0.0,320,936071,卖盘
09:34:31,29.25,0.0,322,941874,卖盘
09:34:34,29.24,-0.01,543,1588228,卖盘
09:34:36,29.25,0.01,393,1149470,买盘
09:34:40,29.25,0.0,583,1705472,卖盘
09:34:42,29.25,0.0,529,1547433,卖盘
09:34:45,29.25,0.0,601,1758089,买盘
09:34:48,29.25,0.0,448,1310319,买盘
