time,price,change,volume,amount,type
09:25:04,33.8,-0.03,2252,7612301,卖盘
09:29:59,33.8,0.0,14,48334,卖盘
09:30:02,33.85,0.05,2244,7569117,买盘
09:30:06,33.85,0.0,866,2929485,卖盘
09:30:09,33.78,-0.07,477,1612462,卖盘
09:30:12,33.71,-0.07,134,452377,卖盘
09:30:15,33.68,-0.03,433,1461636,卖盘
09:30:18,33.67,-0.01,78,262701,中性盘
09:30:20,33.69,0.02,128,430823,买盘
09:30:23,33.63,-0.06,180,605814,卖盘
09:30:26,33.63,0.0,158,531915,卖盘
09:30:30,33.62,-0.01,160,537973,卖盘
09:30:33,33.68,0.06,54,181725,买盘
09:30:36,33.63,-0.05,74,249102,卖盘
09:30:39,33.63,0.0,52,174919,卖盘
09:30:42,33.65,0.02,24,80728,买盘
09:30:45,33.63,-0.02,157,528008,卖盘
09:30:48,33.74,0.11,520,1754060,买盘
09:30:51,33.63,-0.11,71,239210,卖盘
09:30:54,33.72,0.09,6,20228,中性盘
09:30:56,33.67,-0.05,42,141330,中性盘
09:31:00,33.63,-0.04,176,593225,卖盘
09:31:02,33.7,0.07,107,360599,买盘
09:31:06,33.64,-0.06,211,709534,卖盘
09:31:09,33.62,-0.02,144,484207,卖盘
09:31:12,33.63,0.01,109,366770,卖盘
09:31:15,33.66,0.03,74,249084,中性盘
09:31:18,33.69,0.03,85,286164,买盘
09:31:20,33.68,-0.01,263,885278,中性盘
09:31:24,33.68,0.0,31,104400,买盘
09:31:26,33.65,-0.03,76,255695,中性盘
09:31:30,33.63,-0.02,207,696197,卖盘
09:31:33,33.62,-0.01,227,763208,卖盘
09:31:36,33.61,-0.01,506,1700779,卖盘
09:31:39,33.6,-0.01,1879,6313883,卖盘
09:31:42,33.55,-0.05,921,3093073,卖盘
09:31:44,33.53,-0.02,313,1049721,卖盘
09:31:48,33.53,0.0,128,429162,买盘
09:31:51,33.52,-0.01,238,798138,卖盘
09:31:53,33.53,0.01,125,419090,中性盘
09:31:57,33.5,-0.03,1254,4201474,卖盘
09:32:00,33.5,0.0,91,304893,卖盘
09:32:03,33.5,0.0,929,3112249,卖盘
09:32:05,33.5,0.0,386,1293439,卖盘
09:32:09,33.51,0.01,223,747192,买盘
09:32:11,33.52,0.01,395,1325935,买盘
09:32:15,33.6,0.08,137,459877,买盘
