time,price,change,volume,amount,type
09:25:00,33.48,0.32,2135,7147980,买盘
09:29:59,33.45,-0.03,1907,6381235,卖盘
09:30:02,33.47,0.02,1400,4685105,买盘
09:30:05,33.47,0.0,1232,4123671,买盘
09:30:09,33.48,0.01,1208,4045281,买盘
09:30:12,33.48,0.0,161,539039,卖盘
09:30:15,33.5,0.02,587,1965078,买盘
09:30:18,33.47,-0.03,103,344765,卖盘
09:30:21,33.49,0.02,414,1385688,买盘
09:30:23,33.46,-0.03,1369,4583859,买盘
09:30:27,33.44,-0.02,120,401262,卖盘
09:30:30,33.43,-0.01,601,2009717,卖盘
09:30:33,33.41,-0.02,180,601912,卖盘
09:30:36,33.39,-0.02,114,380871,卖盘
09:30:38,33.4,0.01,269,898077,买盘
09:30:41,33.4,0.0,75,250459,买盘
09:30:45,33.38,-0.02,433,1445916,卖盘
09:30:47,33.39,0.01,102,340544,买盘
09:30:50,33.38,-0.01,72,240377,卖盘
09:30:54,33.38,0.0,139,463877,卖盘
09:30:56,33.33,-0.05,111,370408,卖盘
09:31:00,33.38,0.05,48,160200,买盘
09:31:03,33.39,0.01,517,1725850,买盘
09:31:06,33.38,-0.01,281,937999,卖盘
09:31:09,33.38,0.0,149,497333,卖盘
09:31:12,33.38,0.0,65,216882,买盘
09:31:15,33.35,-0.03,66,220180,卖盘
09:31:18,33.38,0.03,173,576952,买盘
09:31:21,33.35,-0.03,101,337025,卖盘
09:31:24,33.34,-0.01,236,787831,买盘
09:31:27,33.36,0.02,96,320349,中性盘
09:31:30,33.38,0.02,59,196875,中性盘
09:31:33,33.35,-0.03,524,1747908,卖盘
09:31:36,33.4,0.05,383,1278039,买盘
09:31:39,33.35,-0.05,224,748746,卖盘
09:31:42,33.35,0.0,284,947955,卖盘
09:31:45,33.35,0.0,337,1123923,卖盘
09:31:48,33.39,0.04,83,276976,买盘
09:31:51,33.39,0.0,185,617629,买盘
09:31:54,33.4,0.01,41,136925,买盘
09:31:56,33.4,0.0,469,1566456,买盘
09:32:00,33.39,-0.01,506,1689696,卖盘
09:32:03,33.41,0.02,389,1298847,买盘
09:32:06,33.42,0.01,266,888524,买盘
09:32:09,33.43,0.01,56,187134,买盘
09:32:12,33.4,-0.03,356,1189180,卖盘
09:32:15,33.4,0.0,115,384100,买盘
09:32:18,33.41,0.01,48,160314,买盘
09:32:20,33.4,-0.01,68,227150,卖盘
09:32:24,33.4,0.0,12,40080,买盘
09:32:27,33.4,0.0,72,240480,买盘
09:32:29,33.39,-0.01,39,130259,卖盘
09:32:32,33.4,0.01,40,133610,卖盘
09:32:35,33.36,-0.04,745,2487612,卖盘
09:32:39,33.36,0.0,255,850914,卖盘
09:32:42,33.35,-0.01,612,2041060,卖盘
09:32:45,33.33,-0.02,207,688673,卖盘
09:32:47,33.34,0.01,133,443131,买盘
09:32:50,33.31,-0.03,80,266524,卖盘
09:32:54,33.3,-0.01,387,1288775,卖盘
09:32:57,33.3,0.0,11,36629,买盘
09:33:00,33.3,0.0,322,1073052,买盘
09:33:03,33.35,0.05,323,1076987,买盘
09:33:06,33.35,0.0,123,411706,买盘
09:33:09,33.39,0.04,534,1782830,买盘
09:33:12,33.39,0.0,402,1342145,买盘
09:33:14,33.4,0.01,230,767971,买盘
09:33:18,33.4,0.0,137,457556,买盘
09:33:21,33.4,0.0,156,521040,买盘
09:33:23,33.4,0.0,157,524292,卖盘
09:33:27,33.4,0.0,176,587781,买盘
09:33:30,33.4,0.0,401,1339337,买盘
09:33:32,33.4,0.0,262,875067,买盘
09:33:35,33.4,0.0,168,561104,买盘
09:33:38,33.4,0.0,405,1352382,买盘
09:33:41,33.4,0.0,113,377524,中性盘
09:33:45,33.42,0.02,82,273983,买盘
09:33:48,33.42,0.0,124,414237,买盘
09:33:51,33.43,0.01,129,431227,买盘
09:33:53,33.45,0.02,242,809230,买盘
09:33:57,33.45,0.0,100,334414,买盘
09:34:00,33.42,-0.03,27,90312,卖盘
09:34:03,33.46,0.04,794,2656918,买盘
09:34:05,33.46,0.0,233,779527,买盘
09:34:08,33.45,-0.01,272,909947,卖盘
09:34:12,33.41,-0.04,279,930925,卖盘
09:34:15,33.45,0.04,211,705054,买盘
09:34:18,33.41,-0.04,65,217416,卖盘
09:34:20,33.41,0.0,181,605292,卖盘
09:34:24,33.4,-0.01,116,387954,卖盘
09:34:28,33.41,0.01,66,220619,卖盘
09:34:30,33.44,0.03,67,223823,买盘
09:34:33,33.44,0.0,63,210555,买盘
09:34:35,33.41,-0.03,186,621790,中性盘
09:34:39,33.4,-0.01,162,541134,卖盘
09:34:43,33.45,0.05,806,2695438,买盘
09:34:45,33.44,-0.01,66,220675,买盘
09:34:47,33.43,-0.01,77,257497,卖盘
09:34:51,33.4,-0.03,187,625080,卖盘
09:34:53,33.44,0.04,70,233839,买盘
09:34:57,33.45,0.01,339,1133668,买盘
09:34:59,33.43,-0.02,71,237284,中性盘
09:35:03,33.43,0.0,506,1691560,卖盘
09:35:06,33.44,0.01,26,86944,买盘
09:35:08,33.43,-0.01,567,1895756,卖盘
09:35:11,33.42,-0.01,164,548316,卖盘
09:35:15,33.41,-0.01,135,451122,卖盘
09:35:18,33.4,-0.01,52,173680,卖盘
09:35:21,33.39,-0.01,86,287199,卖盘
09:35:24,33.37,-0.02,42,140230,卖盘
09:35:27,33.36,-0.01,72,240313,卖盘
09:35:30,33.37,0.01,31,103447,买盘
09:35:33,33.37,0.0,187,625733,买盘
09:35:35,33.37,0.0,187,624142,卖盘
09:35:40,33.36,-0.01,283,942343,卖盘
09:35:42,33.35,-0.01,9,30015,卖盘
09:35:44,33.35,0.0,366,1222798,卖盘
09:35:49,33.33,-0.02,28,91610,卖盘
09:35:51,33.35,0.02,39,130065,买盘
09:35:54,33.33,-0.02,4,13336,卖盘
09:35:57,33.35,0.02,42,140051,买盘
09:36:01,33.32,-0.03,263,876966,卖盘
09:36:04,33.35,0.03,349,1165685,买盘
09:36:06,33.36,0.01,136,453824,中性盘
09:36:10,33.36,0.0,274,914540,卖盘
09:36:13,33.37,0.01,200,667117,中性盘
09:36:14,33.38,0.01,3,10014,买盘
09:36:22,33.37,-0.01,232,774394,卖盘
09:36:25,33.38,0.01,213,710784,买盘
09:36:26,33.36,-0.02,149,497065,卖盘
09:36:31,33.36,0.0,56,186817,买盘
09:36:33,33.35,-0.01,231,770432,卖盘
09:36:36,33.37,0.02,189,630494,买盘
09:36:38,33.36,-0.01,674,2248611,中性盘
09:36:43,33.36,0.0,56,186818,卖盘
09:36:46,33.36,0.0,541,1804340,卖盘
09:36:49,33.37,0.01,38,126792,买盘
09:36:51,33.36,-0.01,20,66738,中性盘
