time,price,change,volume,amount,type
09:25:04,31.5,-0.01,1291,4066650,卖盘
09:30:02,31.45,-0.05,758,2384730,卖盘
09:30:05,31.5,0.05,380,1195996,买盘
09:30:08,31.46,-0.04,141,444019,卖盘
09:30:10,31.53,0.07,117,368491,买盘
09:30:14,31.53,0.0,115,362301,买盘
09:30:17,31.53,0.0,94,296596,买盘
09:30:20,31.59,0.06,79,249476,买盘
09:30:22,31.59,0.0,13,41035,买盘
09:30:26,31.59,0.0,81,255863,买盘
09:30:28,31.54,-0.05,22,69415,卖盘
09:30:32,31.59,0.05,5,15795,买盘
09:30:35,31.59,0.0,87,274822,买盘
09:30:38,31.58,-0.01,35,110489,中性盘
09:30:41,31.59,0.01,5,15795,买盘
09:30:44,31.59,0.0,44,138989,买盘
09:30:47,31.59,0.0,53,167387,买盘
09:30:49,31.57,-0.02,95,300081,卖盘
09:30:53,31.6,0.03,79,249540,买盘
09:30:56,31.62,0.02,167,527715,买盘
09:30:59,31.62,0.0,14,44242,买盘
09:31:02,31.62,0.0,567,1790724,买盘
09:31:05,31.65,0.03,249,787332,买盘
09:31:08,31.63,-0.02,161,509720,卖盘
09:31:11,31.67,0.04,48,151916,买盘
09:31:13,31.68,0.01,102,322952,买盘
09:31:17,31.69,0.01,220,697132,买盘
09:31:20,31.69,0.0,149,472228,卖盘
09:31:23,31.71,0.02,121,383562,买盘
09:31:26,31.72,0.01,215,681804,买盘
09:31:29,31.71,-0.01,117,371084,卖盘
09:31:32,31.72,0.01,86,272786,买盘
09:31:35,31.71,-0.01,540,1712146,卖盘
09:31:38,31.64,-0.07,36,114191,卖盘
09:31:40,31.69,0.05,67,212345,买盘
09:31:43,31.71,0.02,104,329713,中性盘
09:31:47,31.71,0.0,142,450450,卖盘
09:31:50,31.73,0.02,143,453700,买盘
09:31:53,31.73,0.0,136,431521,买盘
09:31:55,31.73,0.0,203,643859,卖盘
09:31:59,31.71,-0.02,211,669615,中性盘
09:32:02,31.69,-0.02,63,199682,中性盘
09:32:04,31.72,0.03,131,415530,买盘
09:32:08,31.7,-0.02,90,285410,卖盘
09:32:10,31.68,-0.02,168,532474,卖盘
09:32:14,31.65,-0.03,295,934292,卖盘
09:32:17,31.66,0.01,261,826808,买盘
09:32:19,31.62,-0.04,65,205614,卖盘
09:32:23,31.62,0.0,114,360938,卖盘
09:32:25,31.65,0.03,134,423942,买盘
09:32:28,31.66,0.01,79,249819,买盘
09:32:32,31.62,-0.04,82,259458,中性盘
09:32:35,31.64,0.02,39,123364,买盘
09:32:38,31.65,0.01,36,113940,买盘
09:32:41,31.63,-0.02,84,265826,卖盘
09:32:44,31.62,-0.01,117,370070,卖盘
09:32:47,31.66,0.04,151,477825,买盘
09:32:49,31.69,0.03,162,513188,买盘
09:32:53,31.72,0.03,641,2032428,买盘
09:32:56,31.69,-0.03,601,1906015,卖盘
09:32:59,31.75,0.06,403,1277955,买盘
09:33:01,31.73,-0.02,141,447320,中性盘
09:33:05,31.79,0.06,487,1544523,买盘
09:33:06,31.72,-0.07,267,846424,中性盘
09:33:11,31.79,0.07,496,1574124,买盘
09:33:14,31.79,0.0,228,724401,买盘
09:33:16,31.76,-0.03,213,676796,中性盘
09:33:19,31.75,-0.01,116,368104,中性盘
09:33:23,31.76,0.01,45,142869,买盘
09:33:25,31.73,-0.03,43,136462,卖盘
