time,price,change,volume,amount,type
09:25:03,30.24,-0.01,774,2340576,卖盘
09:30:02,30.21,-0.03,358,1081825,卖盘
09:30:06,30.22,0.01,263,794765,买盘
09:30:08,30.2,-0.02,377,1138841,卖盘
09:30:11,30.21,0.01,132,398727,买盘
09:30:14,30.19,-0.02,15,45293,卖盘
09:30:15,30.19,0.0,30,90594,卖盘
09:30:18,30.18,-0.01,20,60376,卖盘
09:30:23,30.18,0.0,39,117728,卖盘
09:30:24,30.21,0.03,223,673780,买盘
09:30:29,30.19,-0.02,85,256649,卖盘
09:30:30,30.19,0.0,70,211308,买盘
09:30:35,30.18,-0.01,196,591605,卖盘
09:30:38,30.18,0.0,111,334999,卖盘
09:30:41,30.19,0.01,436,1316178,买盘
09:30:44,30.21,0.02,299,903149,买盘
09:30:47,30.22,0.01,223,673399,买盘
09:30:48,30.19,-0.03,46,138898,卖盘
09:30:51,30.19,0.0,116,350344,卖盘
09:30:56,30.17,-0.02,56,169023,卖盘
09:30:57,30.19,0.02,125,377344,买盘
09:31:02,30.19,0.0,212,640126,卖盘
09:31:05,30.19,0.0,190,573642,卖盘
09:31:06,30.19,0.0,39,117761,卖盘
09:31:09,30.2,0.01,99,298885,买盘
09:31:14,30.19,-0.01,68,205295,卖盘
09:31:17,30.18,-0.01,30,90546,卖盘
09:31:20,30.16,-0.02,132,398201,卖盘
09:31:21,30.16,0.0,207,624331,卖盘
09:31:26,30.15,-0.01,234,705737,卖盘
09:31:29,30.15,0.0,189,569856,卖盘
09:31:32,30.15,0.0,47,141708,卖盘
09:31:35,30.16,0.01,141,425177,买盘
09:31:38,30.15,-0.01,72,217094,卖盘
09:31:41,30.17,0.02,192,578755,买盘
09:31:45,30.17,0.0,144,434418,买盘
09:31:47,30.18,0.01,47,141801,买盘
09:31:50,30.15,-0.03,274,825895,卖盘
09:31:53,30.15,0.0,23,69337,买盘
09:31:56,30.15,0.0,92,277162,买盘
09:31:59,30.11,-0.04,9,27102,卖盘
09:32:02,30.11,0.0,42,126572,卖盘
09:32:03,30.12,0.01,56,168675,中性盘
09:32:08,30.12,0.0,32,96427,卖盘
09:32:11,30.12,0.0,148,445743,卖盘
09:32:14,30.12,0.0,23,69268,买盘
09:32:17,30.12,0.0,138,415546,买盘
09:32:20,30.13,0.01,386,1162574,买盘
09:32:23,30.13,0.0,61,183796,卖盘
09:32:26,30.13,0.0,98,295304,卖盘
09:32:29,30.14,0.01,29,87376,买盘
09:32:30,30.13,-0.01,16,48207,卖盘
09:32:35,30.11,-0.02,243,731904,卖盘
09:32:38,30.13,0.02,58,174706,买盘
09:32:41,30.13,0.0,49,148257,买盘
09:32:44,30.13,0.0,147,442789,买盘
09:32:47,30.13,0.0,17,51224,卖盘
09:32:50,30.13,0.0,88,265210,卖盘
09:32:53,30.13,0.0,100,301304,卖盘
09:32:56,30.13,0.0,112,337458,卖盘
09:32:59,30.13,0.0,34,102438,卖盘
09:33:02,30.13,0.0,62,186810,买盘
09:33:05,30.13,0.0,105,316415,卖盘
09:33:06,30.13,0.0,79,238025,卖盘
09:33:11,30.15,0.02,72,216980,买盘
09:33:14,30.13,-0.02,83,250117,卖盘
09:33:17,30.14,0.01,9,29349,中性盘
09:33:20,30.16,0.02,248,747815,买盘
09:33:23,30.15,-0.01,109,328591,卖盘
09:33:26,30.18,0.03,31,93480,买盘
09:33:29,30.15,-0.03,18,54272,卖盘
09:33:32,30.15,0.0,62,186929,买盘
09:33:35,30.15,0.0,108,325654,买盘
09:33:38,30.15,0.0,32,96513,卖盘
09:33:41,30.15,0.0,9,27144,卖盘
09:33:42,30.16,0.01,106,319798,中性盘
09:33:47,30.18,0.02,48,144778,买盘
09:33:50,30.19,0.01,21,63398,买盘
