time,price,change,volume,amount,type
09:25:04,32.39,-0.3,4678,15152042,卖盘
09:30:03,32.36,-0.03,1021,3304357,卖盘
09:30:06,32.36,0.0,1305,4224176,买盘
09:30:09,32.34,-0.02,324,1047756,中性盘
09:30:10,32.33,-0.01,467,1510004,卖盘
09:30:13,32.32,-0.01,414,1338157,卖盘
09:30:17,32.32,0.0,255,823995,买盘
09:30:20,32.28,-0.04,596,1925242,卖盘
09:30:23,32.26,-0.02,396,1278671,卖盘
09:30:27,32.25,-0.01,148,477368,卖盘
09:30:29,32.23,-0.02,232,748091,卖盘
09:30:32,32.22,-0.01,165,531860,卖盘
09:30:36,32.22,0.0,464,1494746,卖盘
09:30:39,32.24,0.02,1112,3587152,买盘
09:30:40,32.23,-0.01,1396,4509772,卖盘
09:30:44,32.27,0.04,385,1240439,买盘
09:30:47,32.27,0.0,119,383786,卖盘
09:30:50,32.3,0.03,135,435975,中性盘
09:30:54,32.25,-0.05,149,481032,卖盘
09:30:56,32.25,0.0,242,780872,卖盘
09:31:00,32.28,0.03,37,119458,中性盘
09:31:02,32.32,0.04,81,261582,买盘
09:31:05,32.3,-0.02,255,823735,卖盘
09:31:08,32.31,0.01,114,368343,中性盘
09:31:11,32.36,0.05,386,1248036,买盘
09:31:14,32.35,-0.01,795,2569243,卖盘
09:31:17,32.34,-0.01,150,485201,卖盘
09:31:19,32.35,0.01,175,565850,买盘
09:31:23,32.33,-0.02,120,388038,卖盘
09:31:26,32.34,0.01,77,248927,买盘
09:31:28,32.34,0.0,48,155197,买盘
09:31:32,32.32,-0.02,150,484891,卖盘
09:31:35,32.33,0.01,118,381421,买盘
09:31:38,32.33,0.0,380,1228561,买盘
09:31:40,32.33,0.0,316,1021705,卖盘
09:31:44,32.33,0.0,91,294169,买盘
09:31:47,32.34,0.01,608,1967292,买盘
09:31:50,32.39,0.05,692,2240145,买盘
09:31:53,32.39,0.0,972,3147257,买盘
09:31:56,32.45,0.06,258,837458,买盘
09:31:59,32.39,-0.06,149,482524,卖盘
09:32:01,32.47,0.08,228,739967,买盘
09:32:05,32.45,-0.02,154,499705,卖盘
09:32:08,32.41,-0.04,164,532167,卖盘
09:32:11,32.42,0.01,90,291998,卖盘
09:32:14,32.45,0.03,207,671034,中性盘
09:32:17,32.41,-0.04,228,739031,卖盘
09:32:20,32.4,-0.01,211,683728,卖盘
09:32:22,32.4,0.0,236,764767,卖盘
09:32:26,32.41,0.01,459,1486793,买盘
09:32:30,32.4,-0.01,182,589611,卖盘
09:32:32,32.42,0.02,257,832701,买盘
09:32:34,32.43,0.01,211,683302,买盘
09:32:38,32.37,-0.06,271,875385,中性盘
09:32:41,32.37,0.0,121,391495,买盘
09:32:44,32.36,-0.01,60,194131,卖盘
09:32:47,32.33,-0.03,161,520528,卖盘
09:32:50,32.34,0.01,212,685063,买盘
09:32:53,32.36,0.02,58,187637,买盘
09:32:56,32.35,-0.01,59,190915,卖盘
09:32:59,32.35,0.0,24,77640,卖盘
09:33:01,32.39,0.04,155,503270,买盘
09:33:05,32.4,0.01,739,2393194,买盘
09:33:08,32.41,0.01,32,103687,买盘
09:33:10,32.41,0.0,55,178232,买盘
09:33:14,32.41,0.0,31,100484,卖盘
09:33:17,32.42,0.01,38,123182,买盘
09:33:19,32.41,-0.01,102,330598,卖盘
09:33:23,32.42,0.01,99,320911,买盘
09:33:26,32.42,0.0,156,505611,买盘
09:33:29,32.41,-0.01,32,103720,卖盘
09:33:32,32.42,0.01,23,74563,买盘
09:33:35,32.42,0.0,158,512140,买盘
09:33:38,32.43,0.01,404,1308658,买盘
09:33:41,32.42,-0.01,320,1038125,卖盘
09:33:44,32.4,-0.02,143,463566,卖盘
09:33:47,32.4,0.0,114,369360,买盘
09:33:50,32.4,0.0,55,178197,买盘
09:33:53,32.4,0.0,120,388730,买盘
09:33:56,32.4,0.0,90,291599,买盘
09:33:58,32.4,0.0,102,330429,买盘
09:34:01,32.42,0.02,327,1059438,买盘
09:34:05,32.4,-0.02,220,713105,卖盘
09:34:08,32.4,0.0,1043,3379419,卖盘
09:34:10,32.39,-0.01,141,456599,卖盘
09:34:14,32.37,-0.02,218,705932,卖盘
09:34:17,32.39,0.02,170,550519,中性盘
09:34:20,32.36,-0.03,214,692586,卖盘
09:34:23,32.36,0.0,206,666508,买盘
09:34:26,32.35,-0.01,150,485172,卖盘
09:34:28,32.35,0.0,285,921762,买盘
09:34:32,32.34,-0.01,276,892671,卖盘
09:34:35,32.35,0.01,379,1225670,买盘
09:34:38,32.34,-0.01,174,562895,买盘
09:34:40,32.31,-0.03,277,895226,卖盘
09:34:44,32.32,0.01,44,142213,中性盘
09:34:47,32.31,-0.01,426,1377568,卖盘
09:34:50,32.3,-0.01,438,1415165,卖盘
09:34:53,32.31,0.01,270,872252,买盘
09:34:56,32.29,-0.02,284,917504,卖盘
09:34:59,32.33,0.04,373,1205649,买盘
09:35:02,32.33,0.0,254,821169,买盘
09:35:05,32.34,0.01,628,2030769,卖盘
09:35:08,32.34,0.0,52,168168,卖盘
09:35:11,32.35,0.01,144,465756,买盘
09:35:14,32.36,0.01,217,702145,买盘
09:35:16,32.37,0.01,150,485327,买盘
09:35:20,32.39,0.02,129,417695,买盘
09:35:22,32.4,0.01,44,142508,买盘
09:35:26,32.41,0.01,126,408170,买盘
09:35:28,32.44,0.03,133,431151,买盘
09:35:32,32.43,-0.01,74,240017,卖盘
09:35:35,32.44,0.01,46,149219,买盘
09:35:37,32.45,0.01,84,272538,买盘
09:35:41,32.4,-0.05,372,1205783,卖盘
09:35:44,32.4,0.0,123,398457,买盘
09:35:47,32.39,-0.01,74,239672,中性盘
09:35:50,32.4,0.01,591,1913888,买盘
09:35:53,32.39,-0.01,121,391974,中性盘
09:35:56,32.39,0.0,139,450264,卖盘
09:35:59,32.39,0.0,87,281872,卖盘
09:36:02,32.43,0.04,467,1513145,买盘
09:36:04,32.43,0.0,216,700368,买盘
09:36:07,32.43,0.0,92,298169,卖盘
09:36:11,32.42,-0.01,25,81064,卖盘
09:36:13,32.43,0.01,24,77844,中性盘
09:36:17,32.43,0.0,21,68115,卖盘
09:36:20,32.42,-0.01,126,408723,卖盘
09:36:22,32.43,0.01,27,87590,中性盘
09:36:25,32.45,0.02,61,197926,买盘
09:36:29,32.45,0.0,19,61648,买盘
09:36:31,32.45,0.0,247,801517,买盘
09:36:35,32.46,0.01,146,473819,买盘
09:36:38,32.47,0.01,10,32470,买盘
09:36:41,32.46,-0.01,189,613553,卖盘
09:36:44,32.48,0.02,47,152656,买盘
09:36:47,32.48,0.0,65,211119,买盘
09:36:50,32.48,0.0,55,178629,买盘
09:36:52,32.48,0.0,730,2371666,买盘
09:36:56,32.49,0.01,124,403518,买盘
09:36:59,32.49,0.0,114,370343,买盘
09:37:01,32.48,-0.01,438,1423048,卖盘
09:37:05,32.49,0.01,140,454855,买盘
09:37:07,32.5,0.01,113,367197,买盘
09:37:11,32.51,0.01,103,334775,买盘
09:37:14,32.5,-0.01,86,279529,卖盘
09:37:17,32.54,0.04,140,455135,买盘
09:37:20,32.54,0.0,96,312326,买盘
09:37:23,32.54,0.0,53,172407,卖盘
09:37:26,32.54,0.0,22,71595,卖盘
09:37:29,32.55,0.01,26,84623,买盘
09:37:32,32.54,-0.01,95,309167,卖盘
09:37:35,32.56,0.02,236,768323,买盘
09:37:38,32.56,0.0,105,341908,卖盘
09:37:41,32.57,0.01,16,52108,买盘
09:37:43,32.55,-0.02,113,367865,卖盘
09:37:47,32.55,0.0,220,716486,卖盘
09:37:49,32.56,0.01,68,221433,中性盘
09:37:52,32.57,0.01,59,192163,中性盘
09:37:56,32.56,-0.01,129,420409,卖盘
09:37:59,32.5,-0.06,792,2577166,卖盘
09:38:02,32.54,0.04,506,1646179,买盘
09:38:05,32.53,-0.01,118,383858,中性盘
09:38:08,32.54,0.01,81,263578,买盘
09:38:11,32.58,0.04,189,615177,买盘
09:38:14,32.55,-0.03,38,123607,中性盘
09:38:17,32.55,0.0,55,178973,卖盘
09:38:20,32.54,-0.01,52,169199,中性盘
09:38:23,32.54,0.0,38,123666,卖盘
