time,price,change,volume,amount,type
09:25:04,32.4,-0.04,1726,5592240,卖盘
09:30:03,32.32,-0.08,382,1235369,卖盘
09:30:06,32.39,0.07,728,2355888,买盘
09:30:09,32.36,-0.03,134,433703,中性盘
09:30:12,32.39,0.03,222,719004,买盘
09:30:15,32.39,0.0,4,12959,中性盘
09:30:18,32.4,0.01,816,2643677,买盘
09:30:20,32.39,-0.01,145,469695,卖盘
09:30:23,32.39,0.0,559,1813979,卖盘
09:30:27,32.4,0.01,125,404886,买盘
09:30:30,32.4,0.0,60,194400,买盘
09:30:33,32.4,0.0,54,174960,卖盘
09:30:36,32.39,-0.01,42,136064,卖盘
09:30:39,32.38,-0.01,15,48571,卖盘
09:30:41,32.38,0.0,78,252707,卖盘
09:30:45,32.38,0.0,79,255848,卖盘
09:30:48,32.39,0.01,37,119829,中性盘
09:30:51,32.39,0.0,67,217054,买盘
09:30:54,32.41,0.02,121,392058,买盘
09:30:57,32.38,-0.03,218,706137,卖盘
09:31:00,32.4,0.02,203,657621,买盘
09:31:03,32.41,0.01,105,340208,买盘
09:31:05,32.41,0.0,314,1017395,买盘
09:31:09,32.39,-0.02,126,408114,卖盘
09:31:12,32.4,0.01,356,1153120,买盘
09:31:14,32.41,0.01,166,537848,买盘
09:31:17,32.41,0.0,163,528124,买盘
09:31:21,32.41,0.0,1198,3886016,买盘
09:31:24,32.42,0.01,65,210674,买盘
09:31:27,32.5,0.08,150,487339,买盘
09:31:29,32.5,0.0,334,1084859,买盘
09:31:33,32.43,-0.07,45,146171,卖盘
09:31:36,32.49,0.06,77,250069,买盘
09:31:39,32.49,0.0,217,704034,买盘
09:31:42,32.5,0.01,1520,4939427,买盘
09:31:44,32.49,-0.01,691,2243810,卖盘
09:31:47,32.49,0.0,67,217687,买盘
09:31:51,32.47,-0.02,208,675611,卖盘
09:31:53,32.48,0.01,292,947994,买盘
09:31:57,32.47,-0.01,121,392912,中性盘
09:32:00,32.48,0.01,300,974298,买盘
09:32:02,32.47,-0.01,527,1711706,卖盘
09:32:06,32.46,-0.01,301,977484,卖盘
09:32:09,32.46,0.0,154,500076,买盘
09:32:12,32.45,-0.01,234,759014,中性盘
09:32:15,32.45,0.0,186,603629,买盘
09:32:18,32.44,-0.01,68,220577,卖盘
09:32:20,32.44,0.0,91,295189,买盘
09:32:24,32.44,0.0,131,425054,卖盘
09:32:27,32.42,-0.02,78,252994,卖盘
09:32:30,32.41,-0.01,75,243076,卖盘
09:32:33,32.4,-0.01,89,288378,卖盘
09:32:36,32.4,0.0,260,842360,买盘
09:32:39,32.4,0.0,44,142528,买盘
09:32:42,32.39,-0.01,159,515074,中性盘
09:32:44,32.42,0.03,377,1221603,买盘
09:32:47,32.39,-0.03,97,314179,卖盘
09:32:51,32.4,0.01,2,6480,中性盘
09:32:54,32.4,0.0,77,249479,买盘
09:32:57,32.39,-0.01,637,2063751,卖盘
09:33:00,32.39,0.0,278,900442,买盘
09:33:03,32.41,0.02,222,719235,买盘
09:33:06,32.44,0.03,286,927157,买盘
09:33:09,32.44,0.0,107,347045,买盘
09:33:12,32.44,0.0,148,480112,买盘
09:33:15,32.44,0.0,135,437938,买盘
09:33:18,32.44,0.0,465,1508033,买盘
09:33:21,32.45,0.01,183,593755,买盘
09:33:24,32.45,0.0,142,460805,买盘
09:33:27,32.47,0.02,72,233760,买盘
09:33:30,32.49,0.02,118,383307,买盘
09:33:33,32.49,0.0,139,451411,买盘
09:33:36,32.5,0.01,204,662896,买盘
09:33:39,32.51,0.01,372,1208800,买盘
09:33:42,32.49,-0.02,183,594828,卖盘
09:33:45,32.48,-0.01,135,438532,卖盘
09:33:48,32.49,0.01,244,792742,买盘
09:33:51,32.51,0.02,58,188540,买盘
09:33:54,32.51,0.0,245,796420,买盘
09:33:57,32.51,0.0,117,380294,买盘
09:34:00,32.5,-0.01,288,935708,卖盘
09:34:03,32.5,0.0,398,1293437,买盘
09:34:06,32.5,0.0,456,1482156,买盘
09:34:09,32.5,0.0,445,1446234,买盘
09:34:12,32.51,0.01,281,913214,买盘
09:34:15,32.5,-0.01,213,692328,卖盘
09:34:18,32.51,0.01,140,455048,买盘
09:34:21,32.5,-0.01,251,815760,卖盘
09:34:23,32.5,0.0,326,1059889,买盘
09:34:27,32.51,0.01,1025,3333431,买盘
09:34:30,32.51,0.0,213,692954,卖盘
09:34:33,32.58,0.07,246,800518,买盘
09:34:35,32.54,-0.04,42,136637,中性盘
09:34:39,32.54,0.0,88,286469,卖盘
09:34:42,32.52,-0.02,969,3154593,卖盘
09:34:45,32.6,0.08,572,1863822,买盘
09:34:48,32.58,-0.02,517,1685310,中性盘
09:34:51,32.6,0.02,185,602965,买盘
09:34:54,32.59,-0.01,53,172708,中性盘
09:34:57,32.57,-0.02,32,104264,卖盘
09:35:00,32.58,0.01,36,117282,买盘
09:35:03,32.59,0.01,179,583216,买盘
09:35:06,32.59,0.0,145,472513,买盘
09:35:09,32.58,-0.01,236,769103,卖盘
09:35:12,32.61,0.03,243,792189,买盘
09:35:15,32.59,-0.02,236,769277,卖盘
09:35:18,32.59,0.0,930,3030145,买盘
09:35:21,32.59,0.0,159,518146,买盘
09:35:24,32.6,0.01,164,534517,买盘
09:35:27,32.6,0.0,74,241196,卖盘
09:35:30,32.58,-0.02,169,550821,卖盘
09:35:33,32.58,0.0,196,638686,卖盘
09:35:36,32.59,0.01,292,952076,买盘
09:35:39,32.57,-0.02,125,407360,卖盘
09:35:42,32.58,0.01,148,482157,买盘
09:35:45,32.59,0.01,42,136853,买盘
09:35:48,32.6,0.01,332,1082078,买盘
