time,price,change,volume,amount,type
09:25:04,28.7,0.49,10064,28884369,卖盘
09:30:02,28.72,0.02,6449,18530644,买盘
09:30:05,28.71,-0.01,5316,15260068,卖盘
09:30:08,28.71,0.0,2474,7103490,卖盘
09:30:11,28.71,0.0,920,2642229,卖盘
09:30:14,28.69,-0.02,848,2434396,卖盘
09:30:17,28.69,0.0,235,674175,买盘
09:30:20,28.65,-0.04,87,249478,卖盘
09:30:22,28.64,-0.01,205,587311,卖盘
09:30:26,28.59,-0.05,393,1124723,卖盘
09:30:29,28.58,-0.01,310,886237,卖盘
09:30:32,28.57,-0.01,239,683019,卖盘
09:30:35,28.56,-0.01,110,314058,中性盘
09:30:38,28.51,-0.05,174,496233,卖盘
09:30:41,28.5,-0.01,381,1085928,卖盘
09:30:43,28.53,0.03,1206,3440418,买盘
09:30:46,28.5,-0.03,1417,4041448,卖盘
09:30:50,28.49,-0.01,97,276406,卖盘
09:30:53,28.49,0.0,418,1191173,买盘
09:30:56,28.48,-0.01,102,290494,卖盘
09:30:59,28.5,0.02,462,1316284,买盘
09:31:02,28.49,-0.01,130,369290,卖盘
09:31:05,28.51,0.02,812,2313589,买盘
09:31:08,28.51,0.0,409,1165806,买盘
09:31:10,28.51,0.0,163,464683,卖盘
09:31:13,28.53,0.02,476,1357732,买盘
09:31:16,28.53,0.0,219,624920,卖盘
09:31:20,28.53,0.0,422,1204629,卖盘
09:31:23,28.58,0.05,806,2305143,买盘
09:31:26,28.58,0.0,116,331504,卖盘
09:31:29,28.58,0.0,268,766028,卖盘
09:31:32,28.61,0.03,326,932122,买盘
09:31:35,28.62,0.01,130,371713,中性盘
09:31:38,28.69,0.07,812,2322507,买盘
09:31:41,28.6,-0.09,219,628053,卖盘
09:31:44,28.66,0.06,175,500955,中性盘
09:31:47,28.67,0.01,482,1382317,中性盘
09:31:50,28.66,-0.01,313,897591,中性盘
09:31:53,28.68,0.02,526,1507615,买盘
09:31:55,28.64,-0.04,215,616436,卖盘
09:31:59,28.62,-0.02,237,678493,卖盘
09:32:01,28.62,0.0,241,689666,中性盘
09:32:05,28.61,-0.01,379,1084058,卖盘
09:32:08,28.6,-0.01,529,1513175,中性盘
09:32:11,28.58,-0.02,475,1358257,卖盘
09:32:14,28.55,-0.03,508,1452173,卖盘
