time,price,change,volume,amount,type
09:25:03,31.8,0.05,1352,4301236,买盘
09:30:01,31.76,-0.04,339,1077867,卖盘
09:30:03,31.82,0.06,614,1953367,卖盘
09:30:07,31.8,-0.02,260,827198,卖盘
09:30:10,31.8,0.0,178,566295,卖盘
09:30:13,31.81,0.01,115,365726,中性盘
09:30:16,31.8,-0.01,322,1024062,卖盘
09:30:19,31.82,0.02,196,623591,买盘
09:30:22,31.81,-0.01,65,206786,卖盘
09:30:25,31.79,-0.02,161,511973,卖盘
09:30:28,31.8,0.01,204,648746,买盘
09:30:31,31.79,-0.01,309,982317,卖盘
09:30:34,31.8,0.01,164,521174,买盘
09:30:37,31.8,0.0,153,486370,买盘
09:30:40,31.8,0.0,444,1412763,买盘
09:30:43,31.75,-0.05,162,514836,卖盘
09:30:46,31.8,0.05,63,200171,卖盘
09:30:49,31.78,-0.02,98,311470,卖盘
09:30:52,31.73,-0.05,118,374839,卖盘
09:30:55,31.78,0.05,159,504771,买盘
09:30:58,31.79,0.01,87,276397,买盘
09:31:01,31.71,-0.08,85,269671,卖盘
09:31:04,31.79,0.08,96,304925,买盘
09:31:07,31.74,-0.05,89,282833,卖盘
09:31:10,31.74,0.0,622,1972668,买盘
09:31:13,31.78,0.04,150,476063,卖盘
09:31:16,31.73,-0.05,42,133379,卖盘
09:31:19,31.73,0.0,77,244358,买盘
09:31:22,31.74,0.01,49,155516,中性盘
09:31:25,31.74,0.0,31,98353,卖盘
09:31:28,31.73,-0.01,16,50759,卖盘
09:31:31,31.72,-0.01,227,720404,卖盘
09:31:34,31.74,0.02,137,434639,买盘
09:31:37,31.73,-0.01,205,649578,卖盘
09:31:40,31.72,-0.01,90,285511,卖盘
09:31:42,31.73,0.01,58,184023,买盘
09:31:46,31.71,-0.02,68,215700,卖盘
09:31:48,31.71,0.0,238,755126,卖盘
09:31:52,31.72,0.01,250,793084,中性盘
09:31:55,31.73,0.01,101,320468,买盘
09:31:58,31.73,0.0,166,527286,卖盘
09:32:01,31.76,0.03,55,174540,中性盘
09:32:04,31.76,0.0,91,289010,买盘
09:32:07,31.78,0.02,60,190672,买盘
09:32:10,31.8,0.02,163,518274,买盘
09:32:13,31.8,0.0,147,467450,买盘
09:32:16,31.83,0.03,216,686890,买盘
09:32:20,31.84,0.01,214,681172,买盘
09:32:22,31.81,-0.03,94,299148,卖盘
09:32:25,31.84,0.03,196,623935,买盘
09:32:28,31.84,0.0,30,95502,卖盘
09:32:31,31.84,0.0,38,120992,卖盘
09:32:34,31.84,0.0,10,31838,买盘
09:32:37,31.84,0.0,51,162297,买盘
09:32:40,31.81,-0.03,54,171834,卖盘
09:32:43,31.84,0.03,57,181449,买盘
09:32:46,31.84,0.0,614,1955283,买盘
09:32:49,31.85,0.01,194,617840,买盘
09:32:52,31.85,0.0,52,165574,买盘
09:32:55,31.85,0.0,150,477675,买盘
09:32:58,31.84,-0.01,50,159200,卖盘
09:33:01,31.84,0.0,115,366176,卖盘
09:33:04,31.82,-0.02,407,1295796,卖盘
09:33:07,31.8,-0.02,180,572512,卖盘
09:33:10,31.73,-0.07,170,540210,卖盘
09:33:13,31.8,0.07,347,1103110,买盘
