time,price,change,volume,amount,type
09:25:04,33.3,-0.25,6935,23093983,卖盘
09:30:02,33.39,0.09,834,2783245,买盘
09:30:05,33.4,0.01,414,1381413,中性盘
09:30:08,33.45,0.05,295,985586,买盘
09:30:12,33.43,-0.02,115,384014,中性盘
09:30:14,33.44,0.01,531,1775967,卖盘
09:30:17,33.47,0.03,201,672097,买盘
09:30:20,33.5,0.03,657,2198900,买盘
09:30:24,33.48,-0.02,156,521846,中性盘
09:30:26,33.5,0.02,85,284702,买盘
09:30:30,33.55,0.05,696,2334204,买盘
09:30:32,33.57,0.02,51,171199,买盘
09:30:36,33.57,0.0,198,664519,卖盘
09:30:38,33.56,-0.01,126,423133,卖盘
09:30:42,33.57,0.01,353,1185313,中性盘
09:30:45,33.59,0.02,64,214914,买盘
09:30:47,33.58,-0.01,297,997175,卖盘
09:30:50,33.56,-0.02,109,366033,卖盘
09:30:54,33.57,0.01,247,829007,买盘
09:30:57,33.57,0.0,178,597433,买盘
09:31:00,33.59,0.02,622,2087796,买盘
09:31:03,33.55,-0.04,226,758774,卖盘
09:31:06,33.57,0.02,157,526803,买盘
09:31:09,33.57,0.0,162,543709,买盘
09:31:12,33.56,-0.01,210,704868,卖盘
09:31:14,33.56,0.0,406,1362537,卖盘
09:31:18,33.56,0.0,287,963107,买盘
09:31:21,33.56,0.0,420,1409439,买盘
09:31:24,33.58,0.02,161,540552,买盘
09:31:26,33.59,0.01,413,1386721,买盘
09:31:30,33.6,0.01,258,866680,买盘
09:31:32,33.61,0.01,380,1276981,买盘
09:31:36,33.66,0.05,143,481252,买盘
09:31:39,33.66,0.0,301,1013436,买盘
09:31:42,33.68,0.02,228,767919,买盘
09:31:45,33.7,0.02,169,569690,买盘
09:31:48,33.73,0.03,94,317084,买盘
09:31:50,33.7,-0.03,347,1170028,卖盘
09:31:54,33.75,0.05,268,903008,中性盘
09:31:56,33.74,-0.01,233,786411,卖盘
09:32:00,33.75,0.01,111,374545,买盘
09:32:02,33.72,-0.03,454,1531615,卖盘
09:32:06,33.74,0.02,140,472384,卖盘
09:32:09,33.74,0.0,394,1329860,买盘
09:32:11,33.76,0.02,370,1248638,买盘
09:32:15,33.75,-0.01,216,729320,卖盘
09:32:17,33.75,0.0,281,948540,卖盘
09:32:21,33.78,0.03,536,1809858,买盘
09:32:24,33.72,-0.06,237,799520,卖盘
09:32:26,33.74,0.02,409,1379109,买盘
09:32:30,33.75,0.01,442,1491550,买盘
09:32:32,33.74,-0.01,341,1150366,卖盘
09:32:35,33.75,0.01,540,1820894,买盘
09:32:39,33.75,0.0,353,1191344,卖盘
09:32:42,33.74,-0.01,224,755561,卖盘
09:32:45,33.74,0.0,179,603923,买盘
09:32:48,33.72,-0.02,195,657569,卖盘
09:32:50,33.74,0.02,216,728554,买盘
09:32:54,33.7,-0.04,217,731539,卖盘
09:32:57,33.7,0.0,134,451614,卖盘
09:32:59,33.7,0.0,67,225718,买盘
09:33:02,33.66,-0.04,355,1195384,卖盘
09:33:05,33.66,0.0,52,175025,买盘
09:33:09,33.68,0.02,89,299831,买盘
09:33:12,33.7,0.02,365,1229721,买盘
09:33:14,33.68,-0.02,93,313327,卖盘
09:33:18,33.7,0.02,145,488612,买盘
09:33:21,33.7,0.0,153,515737,卖盘
09:33:24,33.72,0.02,193,650487,买盘
09:33:26,33.7,-0.02,329,1108871,卖盘
09:33:30,33.7,0.0,106,357202,买盘
09:33:33,33.7,0.0,269,906267,买盘
