time,price,change,volume,amount,type
09:25:01,34.81,-0.24,9853,34298293,卖盘
09:30:01,34.79,-0.02,4051,14100346,卖盘
09:30:04,34.78,-0.01,3240,11267677,卖盘
09:30:07,34.8,0.02,3167,11016732,买盘
09:30:10,34.79,-0.01,1559,5420497,买盘
09:30:13,34.72,-0.07,2795,9715118,卖盘
09:30:16,34.79,0.07,3553,12358728,买盘
09:30:19,34.79,0.0,657,2284986,卖盘
09:30:22,34.73,-0.06,752,2613498,卖盘
09:30:25,34.75,0.02,401,1394461,中性盘
09:30:28,34.8,0.05,1295,4505342,买盘
09:30:31,34.79,-0.01,652,2268485,中性盘
09:30:34,34.81,0.02,2421,8424221,买盘
09:30:37,34.8,-0.01,1444,5025146,卖盘
09:30:40,34.85,0.05,646,2250905,买盘
09:30:43,34.84,-0.01,1126,3922605,卖盘
09:30:46,34.86,0.02,341,1188220,买盘
09:30:49,34.86,0.0,274,955352,卖盘
09:30:52,34.86,0.0,675,2352305,卖盘
09:30:55,34.84,-0.02,344,1198735,中性盘
09:30:58,34.85,0.01,238,829259,中性盘
09:31:01,34.84,-0.01,577,2010830,卖盘
09:31:04,34.83,-0.01,335,1167294,卖盘
09:31:07,34.86,0.03,387,1348965,买盘
09:31:10,34.86,0.0,1127,3926395,卖盘
09:31:13,34.85,-0.01,486,1694112,卖盘
09:31:16,34.86,0.01,128,446328,买盘
09:31:19,34.9,0.04,312,1091156,买盘
09:31:22,34.85,-0.05,517,1800334,卖盘
09:31:25,34.9,0.05,745,2599173,买盘
09:31:28,34.88,-0.02,192,669926,卖盘
09:31:31,34.9,0.02,600,2097591,买盘
09:31:34,34.89,-0.01,146,509325,卖盘
09:31:37,34.88,-0.01,373,1298550,卖盘
09:31:40,34.88,0.0,263,917312,买盘
09:31:43,34.88,0.0,642,2239204,买盘
09:31:46,34.88,0.0,814,2839962,卖盘
09:31:49,34.9,0.02,169,589744,买盘
09:31:52,34.89,-0.01,67,234269,卖盘
09:31:55,34.94,0.05,374,1305871,买盘
09:31:58,34.93,-0.01,536,1871660,中性盘
09:32:01,34.93,0.0,239,835306,卖盘
09:32:04,34.96,0.03,324,1134861,买盘
09:32:07,34.97,0.01,1275,4458243,买盘
09:32:10,34.99,0.02,243,850047,买盘
09:32:13,34.97,-0.02,669,2340363,卖盘
09:32:16,34.98,0.01,221,773258,中性盘
09:32:19,34.97,-0.01,2011,7034587,卖盘
09:32:22,34.98,0.01,1465,5127391,卖盘
09:32:25,34.99,0.01,289,1010879,买盘
09:32:28,35.01,0.02,100,350122,中性盘
09:32:31,35.01,0.0,330,1155694,卖盘
09:32:34,35.03,0.02,356,1246558,买盘
09:32:37,35.03,0.0,110,385192,买盘
09:32:40,35.04,0.01,651,2281315,买盘
09:32:43,35.05,0.01,625,2190368,买盘
09:32:46,35.06,0.01,280,981324,买盘
09:32:49,35.06,0.0,988,3463013,买盘
09:32:52,35.06,0.0,95,333066,卖盘
09:32:55,35.06,0.0,147,515302,买盘
09:32:58,35.07,0.01,419,1469316,买盘
09:33:01,35.06,-0.01,179,627715,卖盘
09:33:04,35.07,0.01,732,2566240,买盘
09:33:07,35.05,-0.02,380,1332301,卖盘
