time,price,change,volume,amount,type
09:25:03,35.49,-0.15,4951,17571099,卖盘
09:30:02,35.49,0.0,2644,9382398,买盘
09:30:05,35.54,0.05,3789,13458751,买盘
09:30:08,35.55,0.01,2237,7946392,中性盘
09:30:11,35.61,0.06,6312,22417827,买盘
09:30:14,35.61,0.0,1200,4273200,卖盘
09:30:17,35.67,0.06,2315,8247657,买盘
09:30:20,35.68,0.01,225,802664,买盘
09:30:23,35.69,0.01,604,2154807,买盘
09:30:26,35.67,-0.02,1526,5442966,中性盘
09:30:29,35.67,0.0,422,1505025,买盘
09:30:32,35.65,-0.02,448,1597213,中性盘
09:30:35,35.63,-0.02,835,2974935,卖盘
09:30:38,35.65,0.02,708,2523259,买盘
09:30:41,35.61,-0.04,475,1691987,卖盘
09:30:44,35.6,-0.01,824,2932457,卖盘
09:30:47,35.6,0.0,166,590998,买盘
09:30:50,35.6,0.0,266,946933,买盘
09:30:53,35.59,-0.01,455,1618360,卖盘
09:30:56,35.55,-0.04,440,1564123,卖盘
09:30:59,35.55,0.0,75,266506,买盘
09:31:02,35.59,0.04,376,1338384,买盘
09:31:05,35.55,-0.04,571,2030562,卖盘
09:31:08,35.55,0.0,100,355599,卖盘
09:31:11,35.55,0.0,407,1448460,卖盘
09:31:15,35.59,0.04,590,2099589,买盘
09:31:17,35.58,-0.01,323,1149526,卖盘
09:31:20,35.58,0.0,380,1351527,买盘
09:31:23,35.61,0.03,402,1431161,买盘
09:31:26,35.6,-0.01,226,804784,卖盘
09:31:29,35.62,0.02,1742,6193839,买盘
09:31:32,35.63,0.01,561,1999636,买盘
09:31:35,35.6,-0.03,596,2122078,卖盘
09:31:38,35.65,0.05,915,3261485,买盘
09:31:41,35.65,0.0,322,1148655,买盘
09:31:44,35.6,-0.05,589,2099603,卖盘
09:31:47,35.66,0.06,118,420539,买盘
09:31:50,35.65,-0.01,571,2036643,中性盘
09:31:53,35.62,-0.03,123,438228,卖盘
09:31:57,35.66,0.04,664,2366565,买盘
09:31:59,35.62,-0.04,216,769510,卖盘
09:32:02,35.65,0.03,233,830829,买盘
09:32:05,35.66,0.01,279,993518,买盘
09:32:08,35.65,-0.01,116,414342,卖盘
09:32:12,35.65,0.0,257,916159,买盘
09:32:15,35.65,0.0,373,1329506,买盘
09:32:17,35.65,0.0,460,1639334,买盘
09:32:21,35.63,-0.02,88,311484,中性盘
09:32:23,35.64,0.01,596,2124910,买盘
09:32:26,35.66,0.02,465,1656870,买盘
09:32:29,35.66,0.0,420,1497609,买盘
09:32:32,35.66,0.0,208,741617,买盘
09:32:35,35.66,0.0,333,1187468,买盘
09:32:38,35.67,0.01,407,1451228,买盘
09:32:41,35.67,0.0,374,1335695,买盘
09:32:44,35.69,0.02,836,2983196,买盘
09:32:47,35.69,0.0,203,724268,买盘
09:32:50,35.69,0.0,358,1275920,买盘
09:32:53,35.67,-0.02,652,2325543,卖盘
09:32:56,35.67,0.0,203,726476,买盘
09:32:59,35.64,-0.03,1151,4103642,卖盘
09:33:02,35.64,0.0,272,967206,卖盘
09:33:05,35.65,0.01,144,513541,买盘
09:33:08,35.63,-0.02,80,285140,卖盘
09:33:11,35.63,0.0,642,2288967,卖盘
09:33:14,35.63,0.0,480,1710932,卖盘
09:33:17,35.6,-0.03,174,622327,卖盘
09:33:20,35.6,0.0,641,2282437,卖盘
09:33:24,35.62,0.02,392,1396625,买盘
09:33:27,35.63,0.01,99,352555,中性盘
09:33:30,35.6,-0.03,354,1260848,卖盘
09:33:33,35.65,0.05,1390,4950012,买盘
09:33:36,35.64,-0.01,226,805393,中性盘
09:33:38,35.64,0.0,170,606774,卖盘
09:33:42,35.64,0.0,167,595247,卖盘
09:33:44,35.6,-0.04,1895,6757502,卖盘
09:33:47,35.65,0.05,111,395659,卖盘
09:33:51,35.65,0.0,181,646160,买盘
09:33:54,35.66,0.01,505,1800600,买盘
09:33:56,35.65,-0.01,820,2923713,卖盘
09:33:59,35.65,0.0,322,1148021,卖盘
09:34:02,35.65,0.0,367,1308283,买盘
09:34:05,35.63,-0.02,60,212975,买盘
09:34:09,35.64,0.01,126,446562,卖盘
09:34:11,35.63,-0.01,123,438386,卖盘
09:34:14,35.64,0.01,228,812802,买盘
09:34:18,35.63,-0.01,68,242370,卖盘
09:34:20,35.65,0.02,127,452599,买盘
09:34:23,35.64,-0.01,184,655332,买盘
09:34:27,35.65,0.01,580,2067653,买盘
09:34:30,35.62,-0.03,374,1332892,卖盘
09:34:32,35.64,0.02,372,1325724,买盘
09:34:36,35.61,-0.03,76,270694,卖盘
09:34:39,35.62,0.01,36,128192,卖盘
09:34:41,35.64,0.02,1845,6571434,买盘
09:34:44,35.62,-0.02,200,712784,卖盘
09:34:48,35.61,-0.01,586,2087295,卖盘
09:34:51,35.61,0.0,81,288030,买盘
09:34:53,35.61,0.0,364,1296333,买盘
09:34:57,35.61,0.0,214,761964,卖盘
09:34:59,35.61,0.0,100,356514,买盘
09:35:02,35.6,-0.01,886,3154238,卖盘
09:35:05,35.59,-0.01,578,2057483,卖盘
09:35:08,35.59,0.0,54,194761,卖盘
09:35:12,35.59,0.0,534,1898909,买盘
09:35:14,35.57,-0.02,214,762417,卖盘
09:35:18,35.57,0.0,87,309487,卖盘
09:35:21,35.55,-0.02,307,1091008,卖盘
09:35:23,35.56,0.01,12,42669,买盘
09:35:27,35.56,0.0,141,500849,买盘
09:35:28,35.55,-0.01,501,1781085,卖盘
09:35:33,35.55,0.0,227,805075,卖盘
